rec_id_hour,datetime,season_hour,year_hour,month_hour,hour,holiday_hour,weekday_hour,workingday_hour,weather_condition_hour,temp_hour,atemp_hour,humidity_hour,windspeed_hour,casual_hour,registered_hour,total_count_hour,rec_id_day,season_day,year_day,month_day,holiday_day,weekday_day,workingday_day,weather_condition_day,temp_day,atemp_day,humidity_day,windspeed_day,casual_day,registered_day,total_count_day,workingday_label,season_label,month_label
363,2011-12-29,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22.0,69.0,91.0,363,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254.0,2169,2423,workingday,musim_semi,December
364,2011-12-30,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35.0,78.0,113.0,364,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491.0,2508,2999,workingday,musim_semi,December
365,2011-12-31,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22.0,77.0,99.0,365,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665.0,1820,2485,holiday,musim_semi,December
366,2012-01-01,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23.0,82.0,105.0,366,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686.0,1608,2294,holiday,musim_semi,January
367,2012-01-02,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0,367,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244.0,1707,1951,holiday,musim_semi,January
368,2012-01-03,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14.0,47.0,61.0,368,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89.0,2147,2236,workingday,musim_semi,January
369,2012-01-04,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7.0,50.0,57.0,369,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95.0,2273,2368,workingday,musim_semi,January
370,2012-01-05,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6.0,22.0,28.0,370,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140.0,3132,3272,workingday,musim_semi,January
371,2012-01-06,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0,371,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307.0,3791,4098,workingday,musim_semi,January
372,2012-01-07,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0,372,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070.0,3451,4521,holiday,musim_semi,January
373,2012-01-08,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1.0,16.0,17.0,373,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599.0,2826,3425,holiday,musim_semi,January
374,2012-01-09,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1.0,15.0,16.0,374,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106.0,2270,2376,workingday,musim_semi,January
375,2012-01-10,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0,375,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173.0,3425,3598,workingday,musim_semi,January
376,2012-01-11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,2.0,2.0,376,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92.0,2085,2177,workingday,musim_semi,January
377,2012-01-12,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1.0,2.0,3.0,377,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269.0,3828,4097,workingday,musim_semi,January
378,2012-01-13,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0.0,1.0,1.0,378,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174.0,3040,3214,workingday,musim_semi,January
379,2012-01-14,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,5.0,5.0,379,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333.0,2160,2493,holiday,musim_semi,January
380,2012-01-15,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0,380,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284.0,2027,2311,holiday,musim_semi,January
381,2012-01-16,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0,381,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217.0,2081,2298,holiday,musim_semi,January
382,2012-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0,382,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127.0,2808,2935,workingday,musim_semi,January
383,2012-01-18,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0,383,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109.0,3267,3376,workingday,musim_semi,January
384,2012-01-19,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9.0,55.0,64.0,384,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130.0,3162,3292,workingday,musim_semi,January
385,2012-01-20,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10.0,70.0,80.0,385,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115.0,3048,3163,workingday,musim_semi,January
386,2012-01-21,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13.0,80.0,93.0,386,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67.0,1234,1301,holiday,musim_semi,January
387,2012-01-22,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0,387,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196.0,1781,1977,holiday,musim_semi,January
388,2012-01-23,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0,388,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145.0,2287,2432,workingday,musim_semi,January
389,2012-01-24,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6.0,76.0,82.0,389,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439.0,3900,4339,workingday,musim_semi,January
390,2012-01-25,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4.0,67.0,71.0,390,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467.0,3803,4270,workingday,musim_semi,January
391,2012-01-26,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0,391,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244.0,3831,4075,workingday,musim_semi,January
392,2012-01-27,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2.0,58.0,60.0,392,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269.0,3187,3456,workingday,musim_semi,January
393,2012-01-28,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4.0,29.0,33.0,393,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775.0,3248,4023,holiday,musim_semi,January
394,2012-01-29,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3.0,24.0,27.0,394,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558.0,2685,3243,holiday,musim_semi,January
395,2012-01-30,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0.0,13.0,13.0,395,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126.0,3498,3624,workingday,musim_semi,January
396,2012-01-31,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1.0,3.0,4.0,396,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324.0,4185,4509,workingday,musim_semi,January
397,2012-02-01,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0,397,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304.0,4275,4579,workingday,musim_semi,February
398,2012-02-02,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0.0,22.0,22.0,398,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190.0,3571,3761,workingday,musim_semi,February
399,2012-02-03,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0,399,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310.0,3841,4151,workingday,musim_semi,February
400,2012-02-04,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3.0,32.0,35.0,400,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384.0,2448,2832,holiday,musim_semi,February
401,2012-02-05,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0.0,61.0,61.0,401,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318.0,2629,2947,holiday,musim_semi,February
402,2012-02-06,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1.0,124.0,125.0,402,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206.0,3578,3784,workingday,musim_semi,February
403,2012-02-07,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0,403,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199.0,4176,4375,workingday,musim_semi,February
404,2012-02-08,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1.0,98.0,99.0,404,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109.0,2693,2802,workingday,musim_semi,February
405,2012-02-09,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0.0,83.0,83.0,405,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163.0,3667,3830,workingday,musim_semi,February
406,2012-02-10,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0,406,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227.0,3604,3831,workingday,musim_semi,February
407,2012-02-11,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0.0,33.0,33.0,407,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192.0,1977,2169,holiday,musim_semi,February
408,2012-02-12,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1.0,19.0,20.0,408,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73.0,1456,1529,holiday,musim_semi,February
409,2012-02-13,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0.0,3.0,3.0,409,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94.0,3328,3422,workingday,musim_semi,February
410,2012-02-14,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0,410,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135.0,3787,3922,workingday,musim_semi,February
411,2012-02-15,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0,411,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141.0,4028,4169,workingday,musim_semi,February
412,2012-02-16,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0,412,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74.0,2931,3005,workingday,musim_semi,February
413,2012-02-17,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0,413,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349.0,3805,4154,workingday,musim_semi,February
414,2012-02-18,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0,414,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435.0,2883,4318,holiday,musim_semi,February
415,2012-02-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0,415,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618.0,2071,2689,holiday,musim_semi,February
416,2012-02-20,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1.0,196.0,197.0,416,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502.0,2627,3129,holiday,musim_semi,February
417,2012-02-21,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0,417,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163.0,3614,3777,workingday,musim_semi,February
418,2012-02-22,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0,418,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394.0,4379,4773,workingday,musim_semi,February
419,2012-02-23,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5.0,47.0,52.0,419,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516.0,4546,5062,workingday,musim_semi,February
420,2012-02-24,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5.0,65.0,70.0,420,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246.0,3241,3487,workingday,musim_semi,February
421,2012-02-25,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11.0,67.0,78.0,421,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317.0,2415,2732,holiday,musim_semi,February
422,2012-02-26,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7.0,68.0,75.0,422,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515.0,2874,3389,holiday,musim_semi,February
423,2012-02-27,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0,423,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253.0,4069,4322,workingday,musim_semi,February
424,2012-02-28,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10.0,94.0,104.0,424,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229.0,4134,4363,workingday,musim_semi,February
425,2012-02-29,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7.0,190.0,197.0,425,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65.0,1769,1834,workingday,musim_semi,February
426,2012-03-01,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0,426,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325.0,4665,4990,workingday,musim_semi,March
427,2012-03-02,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4.0,108.0,112.0,427,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246.0,2948,3194,workingday,musim_semi,March
428,2012-03-03,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2.0,74.0,76.0,428,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956.0,3110,4066,holiday,musim_semi,March
429,2012-03-04,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4.0,55.0,59.0,429,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710.0,2713,3423,holiday,musim_semi,March
430,2012-03-05,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6.0,53.0,59.0,430,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203.0,3130,3333,workingday,musim_semi,March
431,2012-03-06,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1.0,27.0,28.0,431,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221.0,3735,3956,workingday,musim_semi,March
432,2012-03-07,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5.0,8.0,13.0,432,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432.0,4484,4916,workingday,musim_semi,March
433,2012-03-08,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2.0,3.0,5.0,433,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486.0,4896,5382,workingday,musim_semi,March
434,2012-03-09,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0.0,2.0,2.0,434,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447.0,4122,4569,workingday,musim_semi,March
435,2012-03-10,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,435,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968.0,3150,4118,holiday,musim_semi,March
436,2012-03-11,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0,436,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658.0,3253,4911,holiday,musim_semi,March
437,2012-03-12,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0.0,6.0,6.0,437,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838.0,4460,5298,workingday,musim_semi,March
438,2012-03-13,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0.0,35.0,35.0,438,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762.0,5085,5847,workingday,musim_semi,March
439,2012-03-14,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1.0,100.0,101.0,439,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997.0,5315,6312,workingday,musim_semi,March
440,2012-03-15,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2.0,247.0,249.0,440,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005.0,5187,6192,workingday,musim_semi,March
441,2012-03-16,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3.0,140.0,143.0,441,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548.0,3830,4378,workingday,musim_semi,March
442,2012-03-17,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1.0,56.0,57.0,442,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,2266.75,4681,7836,holiday,musim_semi,March
443,2012-03-18,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5.0,63.0,68.0,443,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207.0,3685,5892,holiday,musim_semi,March
444,2012-03-19,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7.0,77.0,84.0,444,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982.0,5171,6153,workingday,musim_semi,March
445,2012-03-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12.0,86.0,98.0,445,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051.0,5042,6093,workingday,musim_semi,March
446,2012-03-21,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6.0,75.0,81.0,446,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122.0,5108,6230,workingday,musim_panas,March
447,2012-03-22,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8.0,62.0,70.0,447,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334.0,5537,6871,workingday,musim_panas,March
448,2012-03-23,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8.0,83.0,91.0,448,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2266.75,5893,8362,workingday,musim_panas,March
449,2012-03-24,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8.0,207.0,215.0,449,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033.0,2339,3372,holiday,musim_panas,March
450,2012-03-25,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1.0,184.0,185.0,450,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532.0,3464,4996,holiday,musim_panas,March
451,2012-03-26,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6.0,146.0,152.0,451,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795.0,4763,5558,workingday,musim_panas,March
452,2012-03-27,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2.0,124.0,126.0,452,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531.0,4571,5102,workingday,musim_panas,March
453,2012-03-28,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3.0,54.0,57.0,453,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674.0,5024,5698,workingday,musim_panas,March
454,2012-03-29,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0.0,56.0,56.0,454,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834.0,5299,6133,workingday,musim_panas,March
455,2012-03-30,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3.0,28.0,31.0,455,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796.0,4663,5459,workingday,musim_panas,March
456,2012-03-31,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1.0,20.0,21.0,456,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2266.75,3934,6235,holiday,musim_panas,March
457,2012-04-01,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0.0,6.0,6.0,457,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2266.75,3694,6041,holiday,musim_panas,April
458,2012-04-02,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0.0,2.0,2.0,458,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208.0,4728,5936,workingday,musim_panas,April
459,2012-04-03,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0.0,1.0,1.0,459,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348.0,5424,6772,workingday,musim_panas,April
460,2012-04-04,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0.0,1.0,1.0,460,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058.0,5378,6436,workingday,musim_panas,April
461,2012-04-05,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1.0,4.0,5.0,461,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192.0,5265,6457,workingday,musim_panas,April
462,2012-04-06,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0.0,27.0,27.0,462,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807.0,4653,6460,workingday,musim_panas,April
463,2012-04-07,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2.0,66.0,68.0,463,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,2266.75,3605,6857,holiday,musim_panas,April
464,2012-04-08,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7.0,210.0,217.0,464,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230.0,2939,5169,holiday,musim_panas,April
465,2012-04-09,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7.0,159.0,166.0,465,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905.0,4680,5585,workingday,musim_panas,April
466,2012-04-10,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6.0,57.0,63.0,466,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819.0,5099,5918,workingday,musim_panas,April
467,2012-04-11,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6.0,53.0,59.0,467,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482.0,4380,4862,workingday,musim_panas,April
468,2012-04-12,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11.0,67.0,78.0,468,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663.0,4746,5409,workingday,musim_panas,April
469,2012-04-13,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8.0,65.0,73.0,469,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252.0,5146,6398,workingday,musim_panas,April
470,2012-04-14,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6.0,56.0,62.0,470,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2266.75,4665,7460,holiday,musim_panas,April
471,2012-04-15,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4.0,61.0,65.0,471,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2266.75,4286,7132,holiday,musim_panas,April
472,2012-04-16,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0.0,97.0,97.0,472,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198.0,5172,6370,holiday,musim_panas,April
473,2012-04-17,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10.0,151.0,161.0,473,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989.0,5702,6691,workingday,musim_panas,April
474,2012-04-18,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1.0,119.0,120.0,474,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347.0,4020,4367,workingday,musim_panas,April
475,2012-04-19,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3.0,93.0,96.0,475,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846.0,5719,6565,workingday,musim_panas,April
476,2012-04-20,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1.0,52.0,53.0,476,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340.0,5950,7290,workingday,musim_panas,April
477,2012-04-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0.0,41.0,41.0,477,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2266.75,4083,6624,holiday,musim_panas,April
478,2012-04-22,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1.0,33.0,34.0,478,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120.0,907,1027,holiday,musim_panas,April
479,2012-04-23,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0.0,27.0,27.0,479,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195.0,3019,3214,workingday,musim_panas,April
480,2012-04-24,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0.0,13.0,13.0,480,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518.0,5115,5633,workingday,musim_panas,April
481,2012-04-25,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3.0,9.0,12.0,481,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655.0,5541,6196,workingday,musim_panas,April
482,2012-04-26,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0.0,11.0,11.0,482,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475.0,4551,5026,workingday,musim_panas,April
483,2012-04-27,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1.0,6.0,7.0,483,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014.0,5219,6233,workingday,musim_panas,April
484,2012-04-28,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0.0,3.0,3.0,484,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120.0,3100,4220,holiday,musim_panas,April
